SrNo,Date,NO,CO,NO2,O3,SO2,PM2.5,Benzene,Toulene,P_Xylene,NOx,PM10,WindDirection,NH3,RH,Temp,WindSpeed,VerticalWindSpeed,Solar,BarPressure,Weather,PD_PM2.5,PD_PM10,PD_NO2,PD_SO2,PD_CO
252,24-12-2015,154.9,3.49,95.89,53.21,41.87,214.22,10.66,26.91,14.59,296.98,374.28,251.08,62.12,52.37,8.18,0.82,-0.11,7.56,733.9,Winter,442.18,624.42,103.05,37.95,4.06
253,25-12-2015,64.38,1.81,81.33,64.81,28.98,171.2,8.21,15.42,7.35,160.38,288.81,244.21,55.48,55.45,8.13,1.36,-0.16,72.97,733.69,Winter,214.22,374.28,95.89,41.87,3.49
254,26-12-2015,105.34,2.48,84.48,75.31,46.18,233.5,9.16,16.74,9.25,219.13,364.51,237.24,69.61,53.91,9.5,1.21,-0.11,70.98,733.44,Winter,171.2,288.81,81.33,28.98,1.81
255,27-12-2015,46.76,1.9,89.72,68.19,37.04,255.28,9.66,14.76,6.35,143.8,389.32,245.09,77.25,54.46,11.26,1.27,-0.2,63.61,733.74,Winter,233.5,364.51,84.48,46.18,2.48
256,28-12-2015,13.52,1.36,81.64,89.45,32.82,174.42,7.07,10.94,3.89,90.93,309.34,238.41,65.79,50.39,13.63,1.6,-0.04,71.11,733.49,Winter,255.28,389.32,89.72,37.04,1.9
257,29-12-2015,41.91,1.62,88.52,70.7,32.69,196.2,8.02,11.31,4.31,136.1,370.47,248.93,71,54.06,13.27,1.57,-0.11,67.51,733.73,Winter,174.42,309.34,81.64,32.82,1.36
258,30-12-2015,197.31,3.58,91.35,54.33,41.95,279.05,12.12,25.35,12.58,350.85,414.98,226.08,87.53,60.59,12.73,0.71,-0.17,68.29,733.59,Winter,196.2,370.47,88.52,32.69,1.62
259,31-12-2015,249.86,4.33,87.87,51.44,39.41,274.42,13.49,37.51,21.14,419.51,411.61,232.2,86.91,61.06,12.42,0.69,-0.63,76.37,733.59,Winter,279.05,414.98,91.35,41.95,3.58
260,01-01-2016,276.34,3.81,111.39,46.54,44.75,411.9,14.52,35.75,20.53,476.62,572.48,240.11,109.22,66.45,11.52,0.6,-0.11,68.81,733.88,Winter,274.42,411.61,87.87,39.41,4.33
261,02-01-2016,182.05,2.95,85.58,53.44,35.42,288.64,11.96,31.52,17.21,323.98,416.27,225.53,88.03,63.83,11.39,0.77,-0.12,74.78,733.67,Winter,411.9,572.48,111.39,44.75,3.81
262,03-01-2016,151.42,3.73,84.77,61.44,47.88,391.96,12.09,19.07,10.34,282.32,539.71,242.59,97.45,65.31,11.01,1.06,-0.31,78.48,733.68,Winter,288.64,416.27,85.58,35.42,2.95
263,04-01-2016,339.68,5.28,109.72,18.28,66.79,448.18,15.89,34.53,22.89,561.2,637.94,203.88,113.37,73.2,10.29,0.42,-1.57,20.45,733.9,Winter,391.96,539.71,84.77,47.88,3.73
264,05-01-2016,169.76,5.56,107.81,43.01,57.41,333.82,13.09,31.85,20.25,327.89,524.32,208.85,96.64,65.22,14.69,0.63,0.08,72.2,733.5,Winter,448.18,637.94,109.72,66.79,5.28
265,06-01-2016,345.87,8,96.66,23.46,40.89,370.43,15.55,38.48,27.56,558.47,541.37,185.77,111.38,71.16,13.84,0.81,0.18,54.07,733.55,Winter,333.82,524.32,107.81,57.41,5.56
266,07-01-2016,364.86,7.19,101.74,44.83,42.38,417.8,16.08,40.93,26.33,582.23,635.61,210.6,144.82,73.67,14.42,0.49,-0.95,52.96,733.6,Winter,370.43,541.37,96.66,40.89,8
267,08-01-2016,127.37,3.75,74.05,31.42,25.44,322.06,13.6,29.02,13.85,239.93,477.85,242.43,101.29,77.74,12.49,1.13,-0.24,46.53,733.94,Winter,417.8,635.61,101.74,42.38,7.19
268,09-01-2016,69.07,2.2,78.08,38.16,34,204.16,8.84,12.55,5.93,163.11,332.37,245.9,60.28,67.99,10.9,1.52,-0.2,57.73,733.59,Winter,322.06,477.85,74.05,25.44,3.75
269,10-01-2016,172.35,3.21,76.83,61.62,39.42,195.46,9.61,18.3,10.55,303.84,333.03,236.32,61.66,63.86,12.57,0.85,-0.12,81.6,733.38,Winter,204.16,332.37,78.08,34,2.2
270,11-01-2016,361.75,5.45,58.76,77.65,43.74,243.85,12.55,31.57,21.7,546.38,450.96,209.22,71.04,65.79,12.87,0.66,-0.12,75.26,733.7,Winter,195.46,333.03,76.83,39.42,3.21
271,12-01-2016,175.69,3.28,77.33,72.51,34.09,160.26,8.39,23.3,14.32,308.83,350.9,173.42,63.89,59.37,15.61,1.17,-0.03,93.33,733.51,Winter,243.85,450.96,58.76,43.74,5.45
272,13-01-2016,39.79,2.12,85.73,61.47,26.93,270.73,8.16,15.42,6.07,130.73,417.57,198.78,82.1,71,13.86,1.08,-0.17,58.84,734.11,Winter,160.26,350.9,77.33,34.09,3.28
273,14-01-2016,34.48,1.62,74.71,44.21,19.62,208.99,7.79,18.47,5.31,112.47,337.89,194.32,61.25,73.52,11.87,1.12,-0.21,43,734.36,Winter,270.73,417.57,85.73,26.93,2.12
274,15-01-2016,17.29,1.22,59.5,33.6,17.29,156.26,6.06,12.8,3.4,76.62,265.67,183.84,51.85,75.32,9.04,1.47,-0.2,31.1,734.4,Winter,208.99,337.89,74.71,19.62,1.62
275,16-01-2016,18.99,1.13,59.31,52.21,19.6,140.71,4.81,9.49,2.54,77.19,265.17,215.11,44.99,70.2,9.49,1.77,-0.2,55.62,734.33,Winter,156.26,265.67,59.5,17.29,1.22
276,17-01-2016,57.97,1.65,74.12,53.43,30.12,180.65,6.06,12.68,4.98,145.22,292.78,193.28,48.98,66.84,10.02,0.86,-0.47,72.09,734.16,Winter,140.71,265.17,59.31,19.6,1.13
277,18-01-2016,163.24,3.14,88.09,51.69,32.72,260.65,10.87,27.08,12.43,301.41,455.69,198.84,62.83,71.91,9.33,0.68,-1.88,63.82,734.33,Winter,180.65,292.78,74.12,30.12,1.65
278,19-01-2016,27.6,1.78,91.39,33.14,24.8,248.74,8.73,16.57,4.83,119.11,422.25,188.98,61.92,79.41,8.16,1.06,-0.13,38.79,733.78,Winter,260.65,455.69,88.09,32.72,3.14
279,20-01-2016,39.79,1.79,80.32,69.2,26.23,233.21,7.44,12.68,3.33,125.89,411.94,225.41,50.74,75.52,7.58,1.06,-0.29,48.08,734.19,Winter,248.74,422.25,91.39,24.8,1.78
280,21-01-2016,101.95,2.63,82.81,88.11,31.05,220.31,8.7,21.58,8.68,213.22,379.93,199.66,44.9,67.93,8.12,1.2,-0.69,72.37,733.91,Winter,233.21,411.94,80.32,26.23,1.79
281,22-01-2016,133.22,3.2,93.35,87.64,31.49,305.39,11.21,27.54,11.31,265.1,480.18,168.88,66.08,75.63,7.01,0.96,-0.83,63.54,734.27,Winter,220.31,379.93,82.81,31.05,2.63
282,23-01-2016,120.63,3.63,92.31,93.18,35.05,269.05,10.47,22.57,10.76,246.99,554.65,175.1,71.07,70.66,9.28,0.73,-0.56,74.73,733.98,Winter,305.39,480.18,93.35,31.49,3.2
283,24-01-2016,34.97,2.64,91.5,63.39,23.22,289.42,11.39,20.6,5.87,129.27,410.3,215.9,60.95,79.12,6.92,1.27,-0.58,55.7,734.48,Winter,269.05,554.65,92.31,35.05,3.63
284,25-01-2016,60.38,2.02,89.97,51.16,32.68,208.46,7.76,15.17,5.66,162.02,382.41,186.75,44.46,67.03,7.54,1.14,-0.23,74.75,733.64,Winter,289.42,410.3,91.5,23.22,2.64
285,26-01-2016,59.62,2.8,102.03,55.78,26.42,306.21,9.34,18.78,6.17,172.32,484.23,150.99,63.88,70.76,10.06,0.73,-0.57,61.47,734.11,Winter,208.46,382.41,89.97,32.68,2.02
286,27-01-2016,152.31,3.6,91.59,67.7,31.12,232.53,9.39,20.21,10.06,288.86,405.19,201.99,66.34,65.83,12.85,0.69,-0.85,71.15,733.85,Winter,306.21,484.23,102.03,26.42,2.8
287,28-01-2016,276.42,4.27,91.49,33.7,48.37,217.52,10.99,27.24,14.73,459.02,462.3,226.84,67.97,63.03,12.79,1.03,-1.93,75.71,733.4,Winter,232.53,405.19,91.59,31.12,3.6
288,29-01-2016,278.73,4.51,119.92,46.5,45.97,246.44,12.11,30.8,18.1,487.49,525.4,199.75,74.32,65.34,14.41,0.66,-0.17,58.51,734.02,Winter,217.52,462.3,91.49,48.37,4.27
289,30-01-2016,201.14,5.34,122.18,49.43,46.68,256.06,10.44,30.02,15.77,383.54,543.76,185.26,87.81,68.53,16.13,0.64,-1.71,62.34,734.09,Winter,246.44,525.4,119.92,45.97,4.51
290,31-01-2016,58.23,2.01,89.41,43.29,19.06,192.43,7.66,19.9,7.08,159.19,319.89,184.94,56.43,60.99,14.93,1.33,-0.52,65.54,734.08,Winter,256.06,543.76,122.18,46.68,5.34
291,01-02-2016,52.42,1.47,89.48,47.95,28.03,131.82,6.55,15.64,5.4,151.32,269.99,213.23,44.21,59.31,12.52,1.23,-0.11,85.32,733.75,Spring,192.43,319.89,89.41,19.06,2.01
292,02-02-2016,76.6,1.79,92.95,60.31,27.05,152.24,7.22,16.11,6.23,187.42,348.68,229.21,40.5,53.61,11.35,1.3,-0.14,86.15,733.82,Spring,131.82,269.99,89.48,28.03,1.47
293,03-02-2016,37.41,1.42,91.97,64.24,43.64,138.77,6.15,12.57,4.56,133.03,385.27,230.58,35.22,51.89,11.55,1.73,-0.1,84.76,733.81,Spring,152.24,348.68,92.95,27.05,1.79
294,04-02-2016,135.54,2.28,92.05,61.39,42.6,138.9,6.91,13.97,6.73,267.11,362.48,230.4,38.43,52.2,11.72,1.54,-0.17,87.88,733.69,Spring,138.77,385.27,91.97,43.64,1.42
295,05-02-2016,186.44,3.09,104,74.47,60.18,183.98,9.86,20.16,10.24,347.28,463.29,224.25,48.76,54.61,12.26,0.94,-0.06,82.02,733.81,Spring,138.9,362.48,92.05,42.6,2.28
296,06-02-2016,270.09,3.67,87.85,66.77,37.95,153.3,9.91,26.64,14.44,439.26,372.09,191.41,50.77,61.5,12.74,1.05,0.38,80.31,733.73,Spring,183.98,463.29,104,60.18,3.09
297,07-02-2016,43.53,1.81,99.28,37.23,29.94,172.56,6.67,18.05,6.81,147.9,268.78,149.76,51.63,66.91,13.35,1,0.3,58.27,734.08,Spring,153.3,372.09,87.85,37.95,3.67
298,08-02-2016,77.04,1.85,72.78,49.47,30.9,125.65,7.05,18.56,6.28,170.04,226.85,207.52,44.97,65.45,12.91,1.11,-0.15,90.93,733.78,Spring,172.56,268.78,99.28,29.94,1.81
299,09-02-2016,99.49,2.2,80.77,60.15,35.52,191.43,7.45,15.98,6.6,207.84,333.33,219.46,45.1,65.88,13.36,1.07,-0.27,91.65,732.99,Spring,125.65,226.85,72.78,30.9,1.85
300,10-02-2016,205.6,3.09,94.02,78.16,39.93,217.49,8.73,21.63,12.92,364.54,435.96,218.95,41.85,62.34,13.61,0.63,-0.28,80.1,733.67,Spring,191.43,333.33,80.77,35.52,2.2
301,11-02-2016,168.95,2.72,75.47,75.05,33.17,131.6,6.58,17.55,11.22,297.15,364.7,193.23,35.56,53.07,15.02,0.94,0.05,89.6,733.44,Spring,217.49,435.96,94.02,39.93,3.09
302,12-02-2016,88.59,2.1,107.17,48.87,33.54,128.37,7.43,18.25,8.95,216.46,367.3,172.96,36.77,46.86,15.92,0.76,0.56,83.72,733.14,Spring,131.6,364.7,75.47,33.17,2.72
303,13-02-2016,39.02,1.41,81.13,34.82,23.69,124.55,5.17,12.99,4.51,125.57,322.89,149.98,39.79,54.03,13.79,1.3,0.15,73.61,733.39,Spring,128.37,367.3,107.17,33.54,2.1
304,14-02-2016,31.08,1.47,68.93,62.91,30.85,108.47,5.7,13.4,4.2,103.86,220.69,198.76,37.32,56.51,14.09,1.16,-0.02,94.43,733.46,Spring,124.55,322.89,81.13,23.69,1.41
305,15-02-2016,43.79,1.71,86.86,63.17,32.05,114.59,5.49,16.26,5.02,137.19,303.77,181.77,36.24,53.15,14.33,0.98,-0.07,83.22,733.49,Spring,108.47,220.69,68.93,30.85,1.47
306,16-02-2016,45.89,1.62,93.29,69.4,40.06,116.5,6.45,18.09,4.95,145.78,290.42,191.07,34.28,48.55,14.33,1.04,-0.06,94.9,733.32,Spring,114.59,303.77,86.86,32.05,1.71
307,17-02-2016,39.59,1.62,104.65,56.95,44.77,125.39,6.56,20.28,5.65,147.31,306.18,189.52,41.06,47.42,15.95,0.98,0.35,82.88,733.59,Spring,116.5,290.42,93.29,40.06,1.62
308,18-02-2016,52.37,1.91,90.64,25.69,37.59,151.29,6.92,18.44,5.98,152.27,279.39,212.34,59.42,66.11,15.63,1.27,0.1,44.76,733.77,Spring,125.39,306.18,104.65,44.77,1.62
309,19-02-2016,86.2,2.38,84.5,31.31,51.69,173.4,8.61,22.81,8.27,193,338.22,211.76,65,60.72,19.58,0.91,-0.07,84.49,733.62,Spring,151.29,279.39,90.64,37.59,1.91
310,20-02-2016,93.83,2.14,49.05,30.42,24.93,116.86,7.3,22.83,9.33,171.85,229.71,218.64,88.24,67.34,19.94,1.56,-0.21,84.9,733.77,Spring,173.4,338.22,84.5,51.69,2.38
311,21-02-2016,1.72,0.82,33.27,69.2,18.67,52.86,2.26,0,1.14,31.96,138.6,211,42.92,57.73,17.47,2.31,-0.21,114.84,733.39,Spring,116.86,229.71,49.05,24.93,2.14
312,22-02-2016,15.95,1.1,59.05,79.84,62.74,83.29,3.33,6.2,2.23,73.91,175.12,240.86,30.54,47.13,17.03,2.2,-0.22,110.18,733.52,Spring,52.86,138.6,33.27,18.67,0.82
313,23-02-2016,115.15,2.04,84.03,77.56,52.25,71.81,4.5,10.16,5.25,232.13,296.12,241.84,30.35,44.21,17.71,1.82,-0.21,117.43,733.48,Spring,83.29,175.12,59.05,62.74,1.1
314,24-02-2016,240.66,3.63,135.49,42.96,75.32,133.07,7.81,22.54,12.05,449.38,388.41,214.17,38.16,50.68,17.24,0.79,0.26,104.63,733.59,Spring,71.81,296.12,84.03,52.25,2.04
315,25-02-2016,171.71,1.91,104.15,56.02,23.09,99.44,6.32,17.58,9.55,327.28,292.81,180.4,39.61,52.07,17.77,1.07,0.15,111.61,733.67,Spring,133.07,388.41,135.49,75.32,3.63
316,26-02-2016,185.16,2.65,89.9,79.68,23.42,110.81,6.18,18.25,9.61,332.98,304.36,226.8,29.52,51.28,18.82,0.88,-0.08,113.49,733.68,Spring,99.44,292.81,104.15,23.09,1.91
317,27-02-2016,266.54,3.43,105.68,74.22,35.68,88.83,8.13,23.59,14.34,458.16,358.75,233.43,51.89,55.25,18.48,0.79,0.12,107.26,733.82,Spring,110.81,304.36,89.9,23.42,2.65
318,28-02-2016,254.5,3.45,92.16,69.02,NA,138.45,7.78,21.8,13.23,429.67,231.7,216.21,56.14,61.63,18.52,1,0.09,104.7,733.75,Spring,88.83,358.75,105.68,35.68,3.43
319,29-02-2016,230.22,3.55,80.06,70.35,5.14,151.36,7.4,20.43,12.85,385.73,223.01,229.45,56.09,62.49,19.64,0.77,-0.03,100.77,733.68,Spring,138.45,231.7,92.16,NA,3.45
320,01-03-2016,316.15,4.62,113.2,82.09,0,203.77,8.52,26.53,16.6,532.61,284.7,224.94,56.11,60.67,20.16,0.66,0.12,99.89,733.76,Spring,151.36,223.01,80.06,5.14,3.55
321,02-03-2016,268.68,3.6,106.85,90.94,18.39,182.76,8.28,23.21,13.93,462.12,255.1,239.42,52.66,55.47,21.27,0.69,-0.88,106.44,733.64,Spring,203.77,284.7,113.2,0,4.62
322,03-03-2016,202.38,3.17,109.16,82.29,8.87,122.56,8.84,25.79,13.25,373.64,310.75,216.01,50.8,53.5,22.11,0.81,0.27,108.87,733.45,Spring,182.76,255.1,106.85,18.39,3.6
323,04-03-2016,54.21,1.82,76.64,77.53,10.37,113.01,6.2,16.82,6.5,140.5,258.7,208.93,44.18,46.11,23.03,1.31,-0.03,109.3,733.84,Spring,122.56,310.75,109.16,8.87,3.17
324,05-03-2016,10.19,0.89,59.3,57.07,NA,52.53,3.11,8.22,2.35,66.75,196.4,172.16,32.03,49.52,20.27,2.16,-0.13,100.1,734.04,Spring,113.01,258.7,76.64,10.37,1.82
325,06-03-2016,16.03,1.34,59.61,50.78,NA,50.98,2.82,7.42,1.93,75,89.54,154.47,42.39,62.24,18.66,1.28,-0.03,105.71,734.24,Spring,52.53,196.4,59.3,NA,0.89
326,07-03-2016,23.81,1.39,65.06,70.1,38.29,87.51,4.61,11.89,3.04,90.48,207.48,185.74,54.75,58.43,20.25,1.27,-0.14,117.3,735.21,Spring,50.98,89.54,59.61,NA,1.34
327,08-03-2016,23.45,1.37,61.2,77.71,91.12,86.09,4.4,10.62,3.14,86.55,163.95,222.69,43.94,55.31,20.23,1.38,-0.54,126.05,734.32,Spring,87.51,207.48,65.06,38.29,1.39
328,09-03-2016,93.12,2.02,73.52,77.96,108.32,93.54,6.25,16.49,7.14,192.67,197.54,247.55,34.59,52.42,20.81,1.26,-0.17,122.59,733.51,Spring,86.09,163.95,61.2,91.12,1.37
329,10-03-2016,103.44,2.38,83.8,73.4,371.75,151.22,7.2,17.42,7.38,215.93,277.3,229.98,43.63,53.24,21.65,1.19,-0.16,128.72,733.86,Spring,93.54,197.54,73.52,108.32,2.02
330,11-03-2016,480.9,5.6,97.5,9.8,NA,NA,10.3,36.1,18.9,743.7,NA,NA,29.9,NA,NA,NA,NA,NA,NA,Spring,151.22,277.3,83.8,371.75,2.38
331,14-03-2016,138.83,2.37,83.91,65.26,36.34,70.18,5.64,18.66,8.7,264.35,155.17,208.07,27.61,51.86,20.8,1.03,0.11,126.46,733.33,Spring,NA,NA,NA,NA,NA
332,15-03-2016,211.36,2.62,61.38,84.36,87.87,102.3,7.41,22.54,11.07,343.33,187.78,232.37,39.21,60.22,18.98,1.18,-0.57,178.29,734.09,Spring,70.18,155.17,83.91,36.34,2.37
333,16-03-2016,11.08,1.04,66.09,88.68,117.25,61.52,2.57,10.61,2.86,74.03,139.24,203.12,28.42,39.76,23,1.9,0.22,145.46,733.52,Spring,102.3,187.78,61.38,87.87,2.62
334,17-03-2016,29.65,1.25,76.93,72.86,28.69,68.12,3.76,10.86,3.22,109.02,161.94,213.57,30.51,44.36,22.36,1.19,0.26,108.59,733.73,Spring,61.52,139.24,66.09,117.25,1.04
335,18-03-2016,83.33,2.08,79.16,63.7,73.44,89.58,4.93,12.33,6.07,184.33,204.33,189.9,36.23,49.48,22.7,1.41,0.09,114.36,733.59,Spring,68.12,161.94,76.93,28.69,1.25
336,19-03-2016,186.04,3.17,90.81,56.82,27.85,122.41,6.97,22.13,11.67,334.96,271.47,209.11,48.14,56.94,22.73,1,-0.08,118.65,733.28,Spring,89.58,204.33,79.16,73.44,2.08
337,20-03-2016,103.85,1.92,70.66,74.62,28.9,112.46,5.89,18.87,8.06,204.78,215.58,175.99,55.29,55.05,23.18,1.02,-0.01,126.24,733.65,Spring,122.41,271.47,90.81,27.85,3.17
338,21-03-2016,6.26,1.5,46.47,88.86,24.36,50.08,2.62,7.18,1.67,49.96,133.24,150.16,29.77,37.64,22.98,2.35,-0.48,135.29,733.58,Spring,112.46,215.58,70.66,28.9,1.92
339,22-03-2016,1.76,1.5,35.34,116.45,24,34.66,1.75,0,1.03,33.81,134.67,189.49,22.09,30.24,21.11,2.99,-0.28,139.85,733.9,Spring,50.08,133.24,46.47,24.36,1.5
340,23-03-2016,82.27,1.5,60.56,97.29,37.86,91.35,4.24,9.21,4.62,164.7,191.66,230.47,29.15,38.14,22.18,1.79,0.1,137.29,733.82,Spring,34.66,134.67,35.34,24,1.5
341,24-03-2016,154.75,2.14,85.84,80.56,30.4,185.7,7.6,18.6,11.14,287.81,327.07,236.16,47.06,44.15,24.19,0.69,-0.46,131.02,733.85,Spring,91.35,191.66,60.56,37.86,1.5
342,25-03-2016,75.33,2.73,93.94,83.96,36.39,149.37,7.9,18.04,10.4,186.58,282.49,207,49.93,45.23,25.52,1.05,0.21,125.74,734.03,Spring,185.7,327.07,85.84,30.4,2.14
343,26-03-2016,14.7,0.96,54.69,32.64,27.26,64.39,3.89,11.89,4.4,68.8,138.86,174.41,38.49,50.92,21.85,1.66,0.05,90.19,733.52,Spring,149.37,282.49,93.94,36.39,2.73
344,27-03-2016,10.91,0.76,49.95,94.03,30.24,52.1,2.5,7.76,1.95,59.13,98.74,172.22,27.5,41.03,23.32,1.48,0.3,134.3,733.1,Spring,64.39,138.86,54.69,27.26,0.96
345,28-03-2016,30.24,1.05,66.74,88.31,39.41,77.68,4.06,12.35,3.57,100.77,125.2,212.97,29.56,39.57,23.11,1.24,0.12,136.86,733.8,Spring,52.1,98.74,49.95,30.24,0.76
346,29-03-2016,9.41,0.96,60.52,107.99,51.9,97.28,4.47,6.82,1.46,66.78,188.39,228.98,31.65,38.66,24.01,1.7,0.23,184,734.48,Spring,77.68,125.2,66.74,39.41,1.05
347,30-03-2016,127.71,2.47,90.95,124.35,40.7,102.3,5.68,18.91,10.21,255.44,244.96,215.97,27.37,29.49,29.13,1.11,-0.08,143.76,733.8,Spring,97.28,188.39,60.52,51.9,0.96
348,31-03-2016,206.95,3.26,87.51,75.01,31.61,142.73,7.69,25.5,12.79,360.6,296.22,252.56,38.6,43.94,26.1,0.83,-0.12,166.59,733.77,Spring,102.3,244.96,90.95,40.7,2.47
349,03-04-2016,6.65,1.85,130.47,NA,59.03,140.65,4.89,13.1,5.2,125.1,291.7,151.94,47.52,37.86,34.39,1.1,0.17,67.45,734.94,Summer,NA,NA,NA,NA,NA
350,04-04-2016,1.41,0.7,31.38,NA,21.13,107.92,1.76,0,1.71,29.84,226.24,175.27,42.08,21.43,38.37,1.48,-0.38,345.68,736.08,Summer,140.65,291.7,130.47,59.03,1.85
351,05-04-2016,17.62,1,99.32,NA,59.99,61.57,NA,NA,NA,112.56,173.17,129.98,23.97,23.54,NA,1.18,NA,NA,NA,Summer,107.92,226.24,31.38,21.13,0.7
352,06-04-2016,58.28,1.78,87.1,NA,49.74,90.53,4.3,10.97,4.85,157.2,217.24,202.64,30.62,26.7,28.78,0.99,-0.09,135.17,733.69,Summer,61.57,173.17,99.32,59.99,1
353,07-04-2016,37.33,1.37,64.44,NA,55.8,116.69,5.21,10.86,4.25,108.4,271.38,219.19,38.24,34.58,26.33,1.64,-0.15,126.97,733.59,Summer,90.53,217.24,87.1,49.74,1.78
354,08-04-2016,84.39,0.5,86.31,NA,62.1,77.29,4.54,12,5.81,192.15,181.59,180.02,25.81,31.03,26.41,0.96,0.1,137.24,733.53,Summer,116.69,271.38,64.44,55.8,1.37
355,09-04-2016,123.78,1.09,90.58,26.29,59.76,127.71,7.16,18.52,9.08,249.74,272.3,206.74,31.14,29.7,27.91,0.99,0.18,134.48,733.64,Summer,77.29,181.59,86.31,62.1,0.5
356,10-04-2016,47.32,1.32,76.29,86.1,47.59,86.76,4.2,12.71,4.62,132.6,201.94,180.41,28.64,24.17,28.92,0.97,-0.03,121.85,733.57,Summer,127.71,272.3,90.58,59.76,1.09
357,11-04-2016,2.12,0.52,40.02,90.79,21.42,77.23,1.84,6.37,1.94,38.54,251.6,156.42,29.51,30.84,27.01,2.25,-0.17,139.91,734.04,Summer,86.76,201.94,76.29,47.59,1.32
358,12-04-2016,2.49,0.6,40.78,118.52,30.1,74.81,2.28,0,1.05,39.7,240.3,201.28,25.84,30.31,27.12,2.26,-0.19,143.24,733.79,Summer,77.23,251.6,40.02,21.42,0.52
359,13-04-2016,39.22,1.21,61.14,97.16,47.6,110.49,3.76,8.61,3.14,107.65,337.2,215.03,24.39,26.94,28.68,2,-0.18,142.11,733.76,Summer,74.81,240.3,40.78,30.1,0.6
360,14-04-2016,75.1,1.67,74.62,78.56,54.27,131.82,5.68,11.9,5.53,169.04,327.22,236.33,26.04,26.51,29.5,1.39,-0.03,142.03,733.89,Summer,110.49,337.2,61.14,47.6,1.21
361,15-04-2016,118.03,2.41,80.91,89.89,56.76,136.95,6.34,18.63,9.19,232.66,312.41,229.81,33.26,25.96,31,1.26,-0.13,146.23,734.22,Summer,131.82,327.22,74.62,54.27,1.67
362,17-04-2016,29.13,0.96,54.99,72.59,28.18,108.41,2.43,7.71,3.66,88.78,315.92,184.78,25.8,21.82,34.75,1.1,-0.13,158.95,734.01,Summer,NA,NA,NA,NA,NA
363,18-04-2016,49.54,1.48,64.52,68.03,40.75,105.52,4.23,9.69,4.43,125.15,283.21,240.35,28.09,26.89,32.36,1.33,-0.15,131.35,733.69,Summer,108.41,315.92,54.99,28.18,0.96
364,19-04-2016,101.62,2.29,90.86,74.09,45.08,160.05,5.55,17.96,7.29,219.73,378.31,220.59,33.59,29.96,31.52,0.8,-0.1,118.48,734.45,Summer,105.52,283.21,64.52,40.75,1.48
365,20-04-2016,15.29,1.6,56.94,95.39,50.45,132.6,3.4,5.92,1.79,71.61,359.76,234.26,23.76,23.32,31.27,1.9,-0.18,135.8,732.27,Summer,160.05,378.31,90.86,45.08,2.29
366,21-04-2016,12.53,0.93,56.07,105.12,33.4,116.66,2.31,5.88,1.86,66.88,362.42,215.15,16.43,21.5,31.36,1.97,-0.21,142.65,730.58,Summer,132.6,359.76,56.94,50.45,1.6
367,22-04-2016,34.54,0.98,69.54,100.64,45.79,146.71,3.9,8.95,3.46,109.13,299.04,197.43,23.04,25.16,30.93,1.29,0.04,127.97,731.83,Summer,116.66,362.42,56.07,33.4,0.93
368,23-04-2016,94.84,1.82,77.7,111.44,42.52,126.37,3.98,10.99,4.82,198.75,278.81,209.25,26.1,24.8,28.51,1.29,-0.14,142.77,733.77,Summer,146.71,299.04,69.54,45.79,0.98
369,24-04-2016,168.75,2.65,98.03,134.26,54.65,163.89,6.1,17.39,8.89,317.8,319.43,213.62,25.83,21.07,28.18,1.03,-0.13,140.34,733.64,Summer,126.37,278.81,77.7,42.52,1.82
370,25-04-2016,109.91,2.47,95.23,147.33,48.94,128.23,4.21,12.34,6.43,233.87,290.56,213.05,22.07,17.75,29.32,1.05,-0.12,140.94,733.68,Summer,163.89,319.43,98.03,54.65,2.65
371,26-04-2016,260.68,3.94,138.18,128.23,45.37,176.09,7.07,23.18,13.78,479.12,380.64,218.02,25.9,23.89,30.05,0.71,-0.11,132.94,733.26,Summer,128.23,290.56,95.23,48.94,2.47
372,27-04-2016,287.67,3.88,134.4,130.05,40.86,221.67,7.8,24.2,15.16,512.6,439.03,226.93,35.9,27.15,30.11,0.82,-0.11,122.62,733.37,Summer,176.09,380.64,138.18,45.37,3.94
373,28-04-2016,161.22,2.9,106.05,127.12,57.68,245.86,7.14,19.8,10.57,314.66,494.28,241.02,33.38,21.69,30.31,1.19,-0.11,136.69,733.29,Summer,221.67,439.03,134.4,40.86,3.88
374,29-04-2016,120.32,2.91,101.89,144.91,59.14,197.8,5.89,16.34,8.51,255.1,411.01,238.5,27.85,19.59,30.87,1.23,-0.12,143.49,733.45,Summer,245.86,494.28,106.05,57.68,2.9
375,03-05-2016,11.59,1.51,120.25,96.8,40.74,150.74,3.77,12.06,4.38,122.95,399.96,165.93,34.47,25.04,34.55,1.19,-0.02,125.1,733.57,Summer,NA,NA,NA,NA,NA
376,04-05-2016,37.3,1.37,87.96,48.76,42.16,148.99,3.41,10.55,4.38,129.31,368.98,192.41,63.27,31.05,30.65,1.43,-0.07,103.94,733.61,Summer,150.74,399.96,120.25,40.74,1.51
377,05-05-2016,8.56,0.81,56.7,72.28,29.85,65.95,1.5,5.89,2.41,62.21,163.66,183.72,50.86,41.92,27.23,2.61,-0.04,122.18,733.95,Summer,148.99,368.98,87.96,42.16,1.37
378,06-05-2016,36.49,1.15,72.93,79.72,33.04,59.72,2.36,7.59,3.36,114.63,130.78,204.94,37.08,35.83,27.99,1.02,-0.08,129.47,733.86,Summer,65.95,163.66,56.7,29.85,0.81
