gender,age,job,marital,education,default,housing,loan,contact,term_deposit
female,48,admin.,married,university.degree,yes,yes,no,cellular,no
female,52,services,divorced,basic.6y,no,yes,no,cellular,no
male,53,technician,married,high.school,no,yes,no,cellular,no
female,53,technician,married,high.school,no,yes,no,cellular,no
female,53,blue-collar,married,basic.4y,no,no,no,cellular,no
female,33,admin.,married,university.degree,no,yes,yes,cellular,no
male,34,technician,divorced,professional.course,no,yes,no,cellular,no
male,40,technician,married,professional.course,no,no,no,cellular,no
female,44,admin.,married,basic.4y,yes,yes,yes,cellular,no
female,53,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,44,admin.,married,basic.4y,yes,yes,no,cellular,no
male,30,unknown,married,university.degree,no,yes,no,cellular,no
female,35,unknown,married,basic.9y,no,yes,no,cellular,no
male,59,admin.,married,university.degree,no,yes,no,cellular,no
female,34,technician,divorced,professional.course,no,yes,no,cellular,no
female,32,admin.,single,high.school,no,yes,no,cellular,no
female,56,admin.,married,high.school,yes,yes,no,cellular,no
female,41,housemaid,married,basic.6y,no,no,no,cellular,no
male,32,technician,single,university.degree,no,no,no,cellular,no
female,32,technician,single,university.degree,no,yes,no,cellular,no
female,44,blue-collar,married,basic.4y,no,yes,no,cellular,yes
female,44,technician,married,university.degree,no,yes,no,cellular,no
female,49,admin.,divorced,university.degree,no,no,no,cellular,no
male,44,blue-collar,married,basic.6y,no,no,no,cellular,no
female,33,technician,married,university.degree,no,yes,no,cellular,no
male,49,admin.,married,university.degree,yes,yes,no,cellular,no
female,33,admin.,married,university.degree,no,no,yes,cellular,no
female,32,technician,married,university.degree,no,yes,no,cellular,no
female,52,services,divorced,basic.6y,no,yes,no,cellular,no
male,31,technician,single,professional.course,no,yes,no,cellular,no
male,50,blue-collar,married,basic.4y,yes,yes,no,cellular,no
female,31,technician,single,professional.course,no,yes,no,cellular,yes
male,45,technician,married,professional.course,yes,no,no,cellular,no
male,43,technician,single,professional.course,no,no,no,cellular,no
male,49,services,married,high.school,yes,no,no,cellular,no
male,35,admin.,single,university.degree,no,no,no,cellular,no
male,52,technician,married,professional.course,yes,yes,no,cellular,no
male,49,services,married,high.school,no,yes,no,cellular,no
female,43,admin.,married,university.degree,no,yes,no,cellular,yes
female,42,technician,divorced,university.degree,no,yes,no,cellular,no
male,49,admin.,married,university.degree,no,no,yes,cellular,no
female,38,admin.,divorced,university.degree,no,yes,no,cellular,no
female,42,admin.,married,university.degree,no,no,no,cellular,no
female,46,admin.,married,university.degree,yes,no,no,cellular,no
female,41,admin.,married,university.degree,no,no,no,cellular,yes
female,41,technician,married,university.degree,no,yes,no,cellular,no
male,37,admin.,married,university.degree,no,no,no,cellular,no
male,33,unknown,married,unknown,yes,yes,no,cellular,no
female,36,admin.,divorced,university.degree,no,yes,no,cellular,no
female,46,blue-collar,married,basic.9y,no,yes,yes,cellular,no
female,37,management,married,university.degree,no,no,no,cellular,no
male,37,management,married,university.degree,no,yes,no,cellular,no
female,53,blue-collar,married,basic.4y,yes,yes,no,cellular,no
female,42,admin.,married,university.degree,no,yes,no,cellular,yes
female,37,admin.,single,professional.course,no,no,no,cellular,no
male,46,technician,married,professional.course,no,no,yes,cellular,no
female,58,technician,married,professional.course,yes,no,no,cellular,no
female,35,technician,single,professional.course,no,yes,no,cellular,no
female,32,housemaid,married,professional.course,no,yes,yes,cellular,no
male,39,unemployed,divorced,university.degree,yes,no,no,cellular,no
female,40,technician,married,professional.course,no,no,no,cellular,no
female,32,unemployed,married,university.degree,no,yes,no,cellular,no
male,45,admin.,married,university.degree,yes,no,no,cellular,no
male,57,housemaid,married,unknown,no,no,no,cellular,no
female,42,admin.,married,university.degree,no,no,no,cellular,no
female,52,admin.,married,high.school,no,no,no,cellular,no
male,44,technician,divorced,university.degree,yes,no,no,cellular,no
male,49,blue-collar,married,high.school,no,no,no,cellular,no
male,36,self-employed,married,basic.9y,no,no,no,cellular,no
male,51,blue-collar,married,basic.4y,no,no,no,cellular,no
female,49,services,married,high.school,no,no,no,cellular,no
female,49,services,married,high.school,no,no,no,cellular,no
female,49,services,married,high.school,no,yes,no,cellular,no
female,50,self-employed,married,basic.4y,yes,no,no,telephone,no
female,35,technician,divorced,professional.course,no,no,no,cellular,no
male,43,admin.,married,university.degree,yes,yes,no,cellular,yes
female,54,technician,divorced,university.degree,no,no,no,cellular,no
male,40,admin.,married,university.degree,no,no,no,cellular,yes
male,30,admin.,single,university.degree,no,no,no,cellular,no
female,40,admin.,married,university.degree,no,no,yes,cellular,no
female,45,technician,married,professional.course,yes,yes,yes,cellular,no
male,35,admin.,married,university.degree,no,yes,no,cellular,no
female,52,technician,married,professional.course,no,yes,no,cellular,no
male,38,technician,married,high.school,no,no,no,cellular,no
male,43,entrepreneur,married,professional.course,no,no,no,cellular,no
female,35,technician,married,high.school,no,no,no,cellular,no
male,41,unknown,married,unknown,no,yes,no,cellular,no
female,30,admin.,married,university.degree,no,no,yes,cellular,no
female,35,admin.,married,university.degree,no,yes,no,cellular,no
female,37,admin.,divorced,university.degree,no,yes,yes,cellular,no
male,35,technician,single,professional.course,no,no,no,cellular,no
male,45,blue-collar,married,unknown,yes,no,no,cellular,no
male,32,admin.,single,university.degree,no,yes,no,cellular,yes
male,37,admin.,married,university.degree,no,yes,yes,cellular,no
female,46,housemaid,married,basic.9y,no,yes,no,cellular,no
male,37,management,married,university.degree,no,yes,no,cellular,no
female,35,admin.,single,university.degree,no,no,no,cellular,no
female,34,blue-collar,married,professional.course,no,no,yes,cellular,no
male,52,technician,married,professional.course,yes,no,no,cellular,no
female,34,admin.,married,university.degree,yes,no,no,cellular,yes
male,51,admin.,married,university.degree,yes,yes,no,cellular,no
male,50,admin.,married,university.degree,no,yes,no,cellular,no
male,38,housemaid,married,university.degree,no,yes,no,cellular,no
male,51,admin.,married,high.school,no,no,no,cellular,no
male,51,admin.,married,university.degree,yes,yes,no,cellular,no
female,48,housemaid,married,basic.4y,yes,yes,yes,cellular,no
female,40,technician,married,professional.course,no,yes,no,cellular,no
female,59,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,48,admin.,married,university.degree,yes,yes,no,cellular,yes
male,47,blue-collar,married,basic.6y,yes,yes,no,cellular,no
female,36,admin.,married,university.degree,no,yes,no,cellular,no
male,48,blue-collar,married,professional.course,no,yes,no,cellular,no
female,45,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,57,retired,married,high.school,no,no,no,cellular,no
female,48,technician,divorced,professional.course,no,yes,no,cellular,no
male,44,self-employed,married,professional.course,no,yes,no,telephone,no
male,45,admin.,married,university.degree,no,yes,no,cellular,no
male,53,admin.,married,university.degree,no,no,no,cellular,no
male,33,housemaid,single,university.degree,yes,yes,no,cellular,no
male,46,blue-collar,married,basic.4y,yes,yes,no,cellular,yes
male,44,admin.,married,basic.4y,yes,yes,no,cellular,no
male,44,admin.,married,university.degree,yes,yes,yes,cellular,no
male,34,technician,single,university.degree,no,yes,yes,cellular,yes
female,41,admin.,divorced,university.degree,no,yes,no,cellular,no
male,31,technician,single,professional.course,no,no,no,cellular,no
male,36,technician,married,high.school,no,yes,no,cellular,no
female,46,blue-collar,divorced,professional.course,no,yes,no,cellular,no
female,58,retired,married,university.degree,yes,yes,yes,cellular,no
female,53,services,married,high.school,no,yes,no,cellular,yes
female,32,technician,single,professional.course,no,no,no,cellular,no
female,58,housemaid,married,basic.4y,no,no,no,cellular,no
male,46,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,37,management,married,university.degree,no,no,no,cellular,yes
male,46,admin.,married,university.degree,no,no,no,cellular,no
female,31,management,married,university.degree,no,no,yes,cellular,no
male,31,management,married,university.degree,no,no,no,cellular,no
male,38,technician,married,professional.course,no,no,yes,cellular,no
male,45,self-employed,married,basic.9y,no,no,no,cellular,no
male,32,technician,married,professional.course,no,no,no,cellular,no
female,30,admin.,single,university.degree,no,yes,no,cellular,no
female,32,admin.,single,university.degree,yes,yes,yes,cellular,no
male,32,admin.,single,university.degree,yes,no,no,cellular,no
male,44,blue-collar,married,unknown,no,yes,no,cellular,no
male,47,services,married,high.school,yes,yes,no,cellular,no
male,38,admin.,married,university.degree,no,no,no,cellular,no
female,51,technician,married,high.school,yes,yes,yes,cellular,yes
male,46,admin.,married,high.school,no,yes,yes,cellular,no
female,31,technician,single,high.school,no,no,no,cellular,no
female,53,management,married,university.degree,no,yes,no,cellular,no
female,32,admin.,single,university.degree,no,no,no,cellular,no
male,39,technician,single,university.degree,no,yes,no,cellular,no
male,39,technician,single,university.degree,no,no,no,cellular,no
male,45,technician,married,professional.course,yes,no,no,cellular,no
female,46,blue-collar,married,basic.9y,yes,no,no,cellular,no
female,31,admin.,married,professional.course,no,yes,no,cellular,no
female,45,blue-collar,married,basic.6y,yes,yes,no,cellular,no
male,48,services,married,high.school,yes,yes,yes,cellular,no
female,45,blue-collar,married,basic.6y,yes,yes,yes,cellular,no
male,30,admin.,single,university.degree,no,yes,no,cellular,no
female,49,housemaid,married,basic.4y,yes,yes,no,cellular,no
female,42,admin.,divorced,university.degree,no,yes,no,cellular,no
male,49,housemaid,married,basic.4y,yes,yes,no,cellular,yes
male,52,technician,married,high.school,no,yes,yes,cellular,no
female,44,unemployed,married,high.school,yes,yes,no,cellular,no
male,39,technician,single,university.degree,no,no,no,cellular,no
female,56,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,30,admin.,single,university.degree,no,yes,no,cellular,no
male,32,technician,single,professional.course,no,yes,no,cellular,no
female,32,technician,single,professional.course,no,no,no,cellular,yes
female,34,admin.,married,university.degree,no,no,no,cellular,no
male,31,technician,single,high.school,no,yes,yes,cellular,no
male,32,technician,single,professional.course,no,yes,yes,cellular,yes
male,31,blue-collar,single,basic.9y,no,no,no,cellular,no
male,51,admin.,married,high.school,no,yes,no,cellular,no
male,33,admin.,single,university.degree,no,yes,yes,cellular,no
female,33,admin.,single,university.degree,no,no,no,cellular,no
male,49,unemployed,married,professional.course,yes,yes,no,cellular,yes
female,46,self-employed,married,basic.9y,yes,yes,yes,cellular,no
male,41,technician,married,high.school,no,yes,no,cellular,no
female,32,technician,single,professional.course,no,yes,no,cellular,no
female,31,admin.,single,university.degree,no,yes,no,cellular,no
male,32,technician,single,professional.course,no,yes,no,cellular,no
male,37,self-employed,married,university.degree,no,yes,yes,cellular,no
female,52,technician,married,professional.course,yes,no,no,cellular,no
female,52,technician,married,professional.course,yes,no,no,cellular,no
male,52,technician,married,professional.course,yes,no,no,cellular,no
male,40,admin.,divorced,university.degree,no,yes,yes,cellular,no
male,40,admin.,divorced,university.degree,no,no,yes,cellular,no
male,55,technician,married,university.degree,no,no,yes,cellular,no
female,55,admin.,married,university.degree,yes,no,no,cellular,no
female,36,technician,divorced,professional.course,no,yes,yes,cellular,no
male,50,admin.,divorced,high.school,yes,no,no,cellular,no
male,50,admin.,divorced,high.school,yes,no,yes,cellular,no
male,32,technician,married,high.school,yes,no,no,cellular,no
female,37,technician,single,high.school,no,yes,no,cellular,no
female,46,blue-collar,married,basic.4y,no,no,no,cellular,no
female,50,technician,married,professional.course,no,no,no,cellular,no
male,29,technician,single,university.degree,no,yes,yes,cellular,no
female,41,technician,married,high.school,no,no,no,cellular,no
female,37,technician,single,high.school,no,yes,yes,cellular,yes
male,31,technician,married,professional.course,no,yes,yes,cellular,no
male,31,admin.,married,university.degree,no,yes,yes,cellular,no
male,33,technician,married,university.degree,no,no,no,cellular,no
male,48,admin.,married,high.school,no,yes,no,cellular,no
female,31,management,married,university.degree,no,yes,yes,cellular,yes
male,50,admin.,single,university.degree,no,yes,no,cellular,no
female,47,blue-collar,married,basic.6y,yes,no,no,cellular,no
female,51,technician,married,professional.course,no,no,no,cellular,no
male,31,admin.,single,university.degree,no,no,yes,cellular,no
male,31,admin.,single,university.degree,no,yes,no,cellular,no
male,34,technician,single,university.degree,no,no,no,cellular,no
male,42,admin.,married,university.degree,no,yes,yes,cellular,no
female,42,admin.,married,university.degree,no,yes,no,cellular,no
male,53,technician,married,high.school,no,yes,no,cellular,no
male,53,technician,married,high.school,no,yes,no,cellular,no
male,40,admin.,divorced,university.degree,no,yes,no,cellular,no
male,50,unemployed,married,high.school,yes,yes,yes,cellular,no
male,31,admin.,single,university.degree,no,yes,no,cellular,no
male,53,technician,married,high.school,no,yes,no,cellular,no
female,48,blue-collar,married,professional.course,no,yes,no,cellular,no
female,37,technician,single,professional.course,no,no,no,cellular,no
male,38,admin.,single,high.school,no,yes,no,cellular,no
male,38,admin.,single,high.school,no,no,no,cellular,no
male,39,admin.,single,university.degree,no,no,no,cellular,no
female,33,technician,married,high.school,yes,no,yes,cellular,no
female,31,admin.,married,university.degree,no,yes,no,cellular,yes
female,46,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,59,housemaid,married,basic.4y,yes,no,no,cellular,no
female,48,unknown,married,unknown,no,yes,no,cellular,no
female,31,technician,single,high.school,no,yes,no,cellular,no
male,42,admin.,married,university.degree,no,no,no,cellular,no
female,31,technician,single,high.school,no,no,no,cellular,no
female,57,blue-collar,married,unknown,yes,yes,no,cellular,no
male,35,technician,married,professional.course,no,no,no,cellular,no
male,48,admin.,divorced,university.degree,no,yes,no,cellular,no
male,42,admin.,married,university.degree,no,no,no,cellular,no
male,39,admin.,single,university.degree,no,yes,no,cellular,no
female,57,retired,married,basic.4y,yes,no,no,cellular,no
male,32,technician,married,professional.course,no,yes,no,cellular,no
male,44,technician,married,professional.course,yes,yes,yes,cellular,no
female,34,admin.,married,university.degree,yes,no,no,cellular,no
female,53,blue-collar,married,basic.4y,no,no,no,cellular,no
male,55,retired,married,basic.4y,yes,yes,yes,cellular,no
female,59,housemaid,married,basic.4y,yes,yes,no,cellular,no
male,46,blue-collar,divorced,professional.course,no,yes,no,cellular,no
male,50,unemployed,married,high.school,yes,yes,no,cellular,no
female,46,blue-collar,married,basic.9y,no,no,no,cellular,yes
male,33,technician,single,professional.course,no,yes,no,cellular,no
female,33,technician,single,professional.course,no,yes,no,cellular,no
male,33,technician,single,professional.course,no,yes,no,cellular,no
male,33,technician,single,professional.course,no,yes,no,cellular,no
male,33,technician,single,professional.course,no,yes,no,cellular,no
female,51,technician,married,professional.course,yes,yes,no,cellular,no
female,47,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,33,technician,single,professional.course,no,no,no,cellular,no
male,51,admin.,single,university.degree,yes,yes,no,cellular,no
male,52,technician,divorced,university.degree,no,yes,yes,cellular,no
female,47,admin.,married,high.school,yes,yes,no,cellular,no
male,51,admin.,married,high.school,no,no,no,cellular,no
female,31,technician,single,university.degree,no,no,no,cellular,no
male,31,technician,single,university.degree,no,yes,yes,cellular,no
female,29,technician,single,university.degree,no,yes,yes,cellular,no
male,45,retired,married,basic.9y,no,yes,no,cellular,no
female,31,technician,single,university.degree,no,yes,no,cellular,no
male,43,admin.,married,university.degree,yes,yes,no,cellular,no
male,56,blue-collar,married,basic.4y,no,no,no,cellular,no
female,52,technician,single,professional.course,no,yes,no,cellular,no
female,49,admin.,divorced,university.degree,no,no,no,cellular,no
female,51,entrepreneur,married,basic.9y,no,no,no,cellular,no
female,51,entrepreneur,married,basic.9y,no,no,no,cellular,no
female,56,retired,married,basic.4y,yes,yes,no,cellular,no
female,48,admin.,married,professional.course,no,no,no,cellular,no
male,56,retired,married,basic.4y,yes,yes,no,cellular,no
female,41,admin.,divorced,high.school,no,no,no,cellular,no
female,33,technician,married,university.degree,no,yes,no,cellular,no
male,44,blue-collar,married,basic.4y,no,no,no,cellular,no
female,45,retired,married,basic.9y,no,yes,no,cellular,no
female,45,blue-collar,married,basic.4y,yes,no,no,cellular,no
female,35,admin.,married,university.degree,no,yes,no,cellular,no
female,45,blue-collar,married,basic.4y,yes,no,no,cellular,no
female,45,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,58,blue-collar,married,basic.4y,no,yes,no,cellular,no
male,37,management,married,university.degree,yes,no,no,cellular,no
male,46,blue-collar,married,high.school,no,no,no,cellular,no
female,47,blue-collar,married,basic.6y,yes,yes,no,cellular,no
male,59,technician,married,professional.course,no,no,no,cellular,no
female,55,admin.,married,university.degree,yes,no,yes,cellular,no
male,31,admin.,single,university.degree,no,yes,no,cellular,no
female,56,retired,married,basic.4y,no,yes,no,cellular,no
female,31,technician,single,professional.course,no,yes,no,telephone,no
male,45,technician,married,professional.course,no,no,no,cellular,no
female,59,housemaid,married,basic.4y,yes,no,no,cellular,no
female,31,technician,married,university.degree,no,yes,no,cellular,no
female,60,blue-collar,married,basic.4y,yes,yes,no,cellular,no
male,52,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,37,admin.,married,university.degree,no,no,no,cellular,yes
female,34,technician,married,university.degree,no,yes,yes,cellular,no
female,51,technician,married,high.school,yes,no,no,cellular,no
female,36,self-employed,married,basic.4y,yes,yes,no,cellular,no
female,50,admin.,married,university.degree,no,no,no,cellular,no
female,44,technician,divorced,professional.course,no,yes,no,cellular,yes
male,48,blue-collar,married,unknown,no,yes,yes,cellular,yes
female,54,technician,married,professional.course,no,no,no,cellular,no
female,48,admin.,married,university.degree,no,yes,no,cellular,no
male,41,admin.,single,university.degree,yes,yes,yes,cellular,no
female,42,management,married,high.school,no,no,no,cellular,no
female,34,unknown,married,unknown,yes,no,no,cellular,no
female,46,admin.,single,university.degree,no,yes,yes,cellular,no
male,37,technician,single,professional.course,no,no,yes,cellular,no
male,30,admin.,single,university.degree,no,yes,no,cellular,no
male,47,management,married,university.degree,no,yes,no,cellular,no
female,34,admin.,single,university.degree,yes,yes,no,cellular,no
male,34,admin.,single,university.degree,yes,no,no,cellular,no
male,45,admin.,divorced,high.school,no,yes,yes,cellular,no
male,36,technician,single,professional.course,no,no,no,cellular,no
male,46,blue-collar,married,basic.4y,no,yes,no,cellular,no
female,41,technician,married,high.school,no,no,no,cellular,no
male,32,admin.,single,university.degree,no,no,no,cellular,no
female,34,admin.,married,professional.course,no,yes,no,cellular,no
male,37,management,married,university.degree,no,yes,no,cellular,no
male,33,entrepreneur,married,university.degree,no,no,no,cellular,no
female,37,management,married,university.degree,no,yes,no,cellular,no
female,32,admin.,single,university.degree,yes,yes,no,cellular,no
male,37,admin.,married,university.degree,yes,no,no,cellular,yes
male,42,admin.,married,university.degree,no,no,no,cellular,no
female,35,admin.,married,university.degree,no,yes,no,cellular,no
male,46,management,married,high.school,no,no,no,cellular,no
female,43,technician,married,professional.course,yes,no,no,cellular,no
female,58,retired,married,professional.course,no,yes,no,cellular,no
female,32,technician,single,university.degree,no,yes,no,cellular,no
male,30,admin.,married,university.degree,no,yes,no,cellular,no
female,42,admin.,single,university.degree,no,no,no,cellular,no
male,57,blue-collar,married,basic.6y,no,no,no,cellular,no
female,43,admin.,single,university.degree,no,yes,yes,cellular,no
female,59,retired,married,high.school,no,no,no,cellular,no
male,48,admin.,married,high.school,yes,no,no,cellular,no
male,34,admin.,divorced,high.school,no,no,no,cellular,no
female,53,technician,single,professional.course,no,no,no,cellular,no
male,54,retired,married,high.school,no,no,no,cellular,no
female,42,technician,married,professional.course,no,yes,no,cellular,no
female,33,technician,married,high.school,no,yes,yes,cellular,no
female,45,blue-collar,married,basic.9y,no,no,no,cellular,no
female,35,self-employed,married,basic.4y,yes,yes,yes,cellular,no
male,43,admin.,single,university.degree,no,yes,yes,cellular,no
female,37,admin.,married,university.degree,no,no,no,cellular,no
male,31,services,married,professional.course,yes,no,yes,cellular,no
male,33,admin.,single,university.degree,no,yes,no,cellular,no
female,29,technician,single,university.degree,no,yes,yes,cellular,no
female,41,technician,married,high.school,no,yes,yes,cellular,no
female,32,admin.,single,university.degree,yes,yes,no,cellular,no
male,49,management,married,university.degree,no,yes,yes,cellular,no
male,55,admin.,married,university.degree,no,no,no,cellular,no
male,32,admin.,single,university.degree,no,no,no,cellular,no
female,29,management,married,university.degree,no,no,yes,cellular,no
female,47,entrepreneur,married,basic.6y,yes,no,no,telephone,no
female,30,self-employed,single,university.degree,no,yes,yes,cellular,no
female,39,technician,married,high.school,no,yes,yes,cellular,no
male,47,management,married,university.degree,no,yes,yes,cellular,no
female,49,housemaid,married,university.degree,no,yes,no,cellular,no
female,31,technician,single,university.degree,no,yes,yes,cellular,no
female,52,blue-collar,married,basic.4y,yes,yes,yes,cellular,yes
male,42,technician,married,professional.course,no,yes,yes,cellular,no
female,43,admin.,single,university.degree,no,no,yes,cellular,yes
female,46,management,married,high.school,no,yes,yes,cellular,yes
male,35,technician,married,professional.course,no,yes,yes,cellular,no
male,42,technician,married,professional.course,no,yes,no,cellular,no
female,45,technician,divorced,professional.course,no,no,no,cellular,no
male,45,unemployed,married,high.school,no,no,no,cellular,no
female,43,admin.,married,university.degree,no,yes,yes,cellular,no
female,48,technician,married,high.school,no,no,no,cellular,no
male,41,technician,married,unknown,yes,yes,yes,cellular,no
male,37,technician,married,high.school,yes,no,no,cellular,no
female,30,technician,single,university.degree,no,yes,yes,cellular,yes
male,36,admin.,married,university.degree,no,no,no,cellular,no
female,33,admin.,married,university.degree,yes,yes,no,cellular,no
male,44,technician,divorced,professional.course,no,yes,no,cellular,no
male,47,technician,married,professional.course,no,yes,no,cellular,no
male,47,blue-collar,married,basic.4y,no,no,no,cellular,no
male,39,technician,single,professional.course,no,no,no,cellular,no
female,39,technician,single,professional.course,no,yes,no,cellular,no
female,32,technician,single,university.degree,no,no,no,cellular,no
male,32,technician,married,university.degree,no,yes,no,cellular,no
female,47,blue-collar,married,basic.4y,no,yes,no,cellular,no
male,32,technician,married,university.degree,no,yes,no,cellular,no
female,32,technician,married,university.degree,no,no,yes,cellular,no
male,32,technician,married,university.degree,no,yes,no,cellular,no
female,30,technician,single,university.degree,yes,yes,no,cellular,no
female,32,technician,married,university.degree,no,yes,no,cellular,no
female,30,technician,single,university.degree,yes,yes,no,cellular,no
male,30,technician,single,university.degree,yes,yes,no,cellular,no
female,30,technician,single,university.degree,yes,no,no,cellular,no
male,32,admin.,single,university.degree,no,yes,yes,cellular,no
female,30,technician,married,high.school,no,no,no,cellular,no
female,39,technician,single,university.degree,no,no,no,cellular,no
male,30,technician,single,university.degree,yes,no,no,cellular,no
female,38,admin.,married,university.degree,no,no,no,cellular,yes
male,38,admin.,married,university.degree,no,no,no,cellular,no
male,39,technician,single,university.degree,no,yes,no,cellular,no
male,48,admin.,married,high.school,no,no,no,cellular,yes
female,51,housemaid,married,basic.4y,yes,no,yes,cellular,no
male,34,student,single,university.degree,no,no,no,cellular,no
male,29,admin.,married,university.degree,no,no,no,cellular,no
male,56,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,39,technician,single,professional.course,no,yes,no,cellular,no
male,48,blue-collar,married,basic.4y,yes,yes,no,cellular,no
female,30,admin.,married,university.degree,no,no,no,cellular,no
male,44,blue-collar,married,basic.9y,no,no,no,cellular,yes
male,46,blue-collar,married,basic.9y,yes,yes,no,cellular,no
male,39,technician,married,professional.course,no,yes,no,cellular,no
female,38,services,single,high.school,no,yes,no,cellular,no
female,46,blue-collar,married,basic.9y,yes,no,no,cellular,no
female,30,student,single,university.degree,no,yes,yes,cellular,no
female,46,self-employed,married,basic.4y,no,no,yes,cellular,no
female,48,blue-collar,married,basic.4y,yes,yes,no,cellular,no
female,48,admin.,married,unknown,no,no,no,cellular,no
female,48,blue-collar,married,basic.4y,yes,no,yes,cellular,no
female,48,blue-collar,married,basic.4y,yes,no,yes,cellular,no
female,36,technician,married,university.degree,no,yes,yes,cellular,no
male,54,blue-collar,married,basic.4y,yes,yes,no,telephone,no
female,46,technician,single,professional.course,no,no,no,cellular,no
male,36,technician,married,university.degree,no,yes,no,cellular,no
male,35,technician,single,university.degree,no,yes,no,cellular,no
female,35,technician,single,university.degree,no,yes,no,cellular,no
female,31,self-employed,married,basic.4y,yes,yes,no,cellular,no
male,35,technician,single,university.degree,no,yes,yes,cellular,no
male,31,admin.,single,university.degree,no,yes,yes,cellular,no
female,35,technician,single,university.degree,no,yes,yes,cellular,no
female,35,technician,single,university.degree,no,no,no,cellular,no
male,52,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,29,technician,single,high.school,no,no,no,cellular,no
female,32,technician,married,university.degree,no,yes,no,cellular,no
female,44,admin.,married,university.degree,yes,yes,no,cellular,no
male,29,technician,single,professional.course,no,yes,no,cellular,no
male,35,technician,married,professional.course,no,no,no,cellular,no
male,44,admin.,married,university.degree,yes,yes,yes,cellular,no
female,41,admin.,single,university.degree,yes,yes,no,cellular,yes
male,45,blue-collar,married,professional.course,no,yes,no,cellular,no
female,33,admin.,married,university.degree,no,yes,yes,cellular,no
female,45,blue-collar,married,professional.course,no,no,no,cellular,no
female,49,housemaid,married,university.degree,no,yes,yes,cellular,no
female,33,admin.,married,university.degree,no,no,no,cellular,no
female,56,retired,married,high.school,yes,yes,no,cellular,yes
male,43,admin.,single,university.degree,no,no,yes,cellular,no
female,33,admin.,married,university.degree,no,no,yes,cellular,no
female,32,admin.,single,university.degree,no,yes,yes,cellular,yes
female,31,admin.,divorced,university.degree,no,yes,no,cellular,no
female,38,services,single,high.school,no,yes,no,cellular,no
female,31,admin.,divorced,university.degree,no,yes,no,cellular,no
female,31,admin.,divorced,university.degree,no,no,no,cellular,no
male,59,retired,married,professional.course,no,no,no,cellular,no
male,58,retired,married,professional.course,no,yes,yes,cellular,no
female,34,technician,divorced,university.degree,no,yes,yes,cellular,yes
female,33,technician,married,high.school,no,no,yes,cellular,yes
male,48,blue-collar,married,basic.9y,yes,yes,no,cellular,no
male,41,technician,divorced,university.degree,no,no,no,cellular,no
female,41,technician,divorced,university.degree,no,yes,no,cellular,no
male,41,technician,divorced,university.degree,no,no,no,cellular,no
female,40,housemaid,divorced,basic.9y,no,yes,no,cellular,no
female,31,admin.,single,university.degree,yes,no,yes,cellular,no
female,31,admin.,single,university.degree,yes,yes,no,cellular,no
female,35,technician,single,university.degree,no,no,no,cellular,no
female,52,management,married,university.degree,yes,yes,yes,cellular,no
male,32,technician,married,university.degree,no,no,no,cellular,no
male,32,technician,married,university.degree,no,no,no,cellular,no
male,42,admin.,divorced,university.degree,no,yes,no,cellular,no
male,32,technician,married,university.degree,no,no,no,cellular,no
female,48,services,married,basic.4y,yes,no,no,cellular,no
female,48,services,married,basic.4y,yes,yes,no,cellular,no
female,39,admin.,single,high.school,no,yes,no,cellular,no
female,39,admin.,single,high.school,no,no,yes,cellular,no
female,39,admin.,single,high.school,no,yes,yes,cellular,no
male,39,admin.,single,high.school,no,no,no,cellular,no
male,55,blue-collar,married,basic.4y,no,yes,no,cellular,no
male,49,admin.,married,basic.9y,yes,no,yes,cellular,no
female,49,management,married,university.degree,no,yes,no,cellular,no
male,35,technician,single,professional.course,no,yes,no,cellular,no
female,56,admin.,married,basic.6y,yes,no,no,cellular,no
male,49,admin.,married,high.school,yes,yes,no,cellular,no
female,44,admin.,divorced,university.degree,no,yes,no,cellular,no
male,50,services,married,basic.6y,no,yes,no,cellular,no
female,53,blue-collar,married,basic.9y,yes,yes,yes,cellular,no
female,47,admin.,single,university.degree,no,yes,no,cellular,no
female,30,blue-collar,single,high.school,no,yes,no,cellular,no
female,31,admin.,married,high.school,no,no,no,cellular,no
female,33,technician,single,professional.course,no,no,no,cellular,no
female,46,technician,single,university.degree,no,no,no,cellular,no
male,41,technician,married,professional.course,no,yes,no,cellular,no
female,29,admin.,single,high.school,no,yes,no,cellular,no
female,41,unemployed,divorced,university.degree,yes,yes,no,cellular,no
male,29,admin.,single,high.school,no,yes,yes,cellular,no
male,41,unemployed,divorced,university.degree,yes,yes,no,cellular,no
male,30,technician,single,university.degree,yes,yes,no,cellular,no
female,36,admin.,married,university.degree,yes,yes,no,cellular,no
male,50,blue-collar,married,basic.9y,yes,no,no,cellular,no
female,36,admin.,married,university.degree,yes,no,no,cellular,no
